frame,time_seconds,raw_angle,smoothed_angle,pose_detected,new_reach_detected,reach_completed,is_proper_reach
94,3.9166666666666665,46.664838017135146,46.5424773151737,True,False,False,False
95,3.9583333333333335,46.664838017135146,46.60365766615442,True,False,False,False
96,4.0,46.664838017135146,46.664838017135146,True,False,False,False
97,4.041666666666667,46.664838017135146,46.664838017135146,True,False,False,False
98,4.083333333333333,46.664838017135146,46.664838017135146,True,False,False,False
99,4.125,46.664838017135146,46.664838017135146,True,False,False,False
100,4.166666666666667,46.664838017135146,46.664838017135146,True,False,False,False
101,4.208333333333333,46.664838017135146,46.664838017135146,True,False,False,False
102,4.25,46.664838017135146,46.664838017135146,True,False,False,False
103,4.291666666666667,46.664838017135146,46.664838017135146,True,False,False,False
104,4.333333333333333,46.664838017135146,46.664838017135146,True,False,False,False
105,4.375,46.664838017135146,46.664838017135146,True,False,False,False
106,4.416666666666667,46.664838017135146,46.664838017135146,True,False,False,False
107,4.458333333333333,46.664838017135146,46.664838017135146,True,False,False,False
108,4.5,46.664838017135146,46.664838017135146,True,False,False,False
109,4.541666666666667,46.664838017135146,46.62367030606417,True,False,False,False
110,4.583333333333333,46.664838017135146,46.66070721049706,True,False,False,False
111,4.625,46.458999461780294,46.81506925643206,True,False,False,False
112,4.666666666666667,46.85002253929957,47.104105097321806,True,False,False,False
113,4.708333333333333,47.43664824681012,47.702264427906165,True,False,False,False
114,4.75,48.11001722158387,48.72792908943966,True,False,False,False
115,4.791666666666667,49.65563467005696,50.04551724623096,True,False,False,False
116,4.833333333333333,51.58732276944778,51.61279155753469,True,False,False,False
117,4.875,53.43796332325605,53.39572469279658,True,False,False,False
118,4.916666666666667,55.2730198033288,55.198451647138505,True,False,False,False
119,4.958333333333333,57.0246828978933,57.168958014396175,True,False,False,False
120,5.0,58.669269441766616,59.17933403161349,True,False,False,False
121,5.041666666666667,61.43985460573613,61.08454967613528,True,False,False,False
122,5.083333333333333,63.489843409342676,62.89108126380553,True,False,False,False
123,5.125,64.79909802593771,64.68547252566968,True,False,False,False
124,5.166666666666667,66.0573408362445,66.21719165023296,True,False,False,False
125,5.208333333333333,67.64122575108738,67.69351140568914,True,False,False,False
126,5.25,69.0984502285526,69.04855736903863,True,False,False,False
127,5.291666666666667,70.87144218662348,70.42047181231717,True,False,False,False
128,5.333333333333333,71.57432784268526,71.80432595549948,True,False,False,False
129,5.375,72.91691305263721,73.18487997593527,True,False,False,False
130,5.416666666666667,74.56049646699888,74.57428343583788,True,False,False,False
131,5.458333333333333,76.00122033073156,76.10581603452738,True,False,False,False
132,5.5,77.81845948613648,77.52886559509118,True,False,False,False
133,5.541666666666667,79.23199083613278,78.90788416609848,True,False,False,False
134,5.583333333333333,80.03216085545617,80.14101538105952,True,False,False,False
135,5.625,81.45558932203546,81.26606930630828,True,False,False,False
136,5.666666666666667,82.1668764055367,82.22924827234507,True,False,False,False
137,5.708333333333333,83.44372911238031,83.08593873574986,True,False,False,False
138,5.75,84.04788566631672,83.75195404927993,True,False,False,False
139,5.791666666666667,84.31561317248017,84.32783869003666,True,False,False,False
140,5.833333333333333,84.78566588968575,84.6959357677886,True,False,False,False
141,5.875,85.04629960932037,84.94607314374029,True,False,False,False
142,5.916666666666667,85.28421450114,85.14266501845928,True,False,False,False
143,5.958333333333333,85.29857254607515,85.19479176238622,True,False,False,False
144,6.0,85.29857254607515,85.25567178161342,True,False,False,False
145,6.041666666666667,85.04629960932037,85.33156410837034,True,False,False,False
146,6.083333333333333,85.35069970545639,85.40458482614027,True,False,False,False
147,6.125,85.66367613492466,85.53952401137522,True,False,False,False
148,6.166666666666667,85.66367613492466,85.72491778396113,True,False,False,False
149,6.208333333333333,85.97326847224997,85.90158644752128,True,False,False,False
150,6.25,85.97326847224997,86.07861778539201,True,False,False,False
151,6.291666666666667,86.23404302325714,86.25564912326273,True,False,False,False
152,6.333333333333333,86.5488328242783,86.3707619936684,True,False,False,False
153,6.375,86.5488328242783,86.48587486407408,True,False,False,False
154,6.416666666666667,86.5488328242783,86.53736016833936,True,False,False,False
155,6.458333333333333,86.5488328242783,86.62816233201359,True,False,False,False
156,6.5,86.49146954458362,86.71678810971943,True,False,False,False
157,6.541666666666667,87.00284364264938,86.73488163789446,True,False,False,False
158,6.583333333333333,86.9919617128075,86.8566052619231,True,False,False,False
159,6.625,86.63930046515344,87.15823651109095,True,False,False,False
160,6.666666666666667,87.15745094442154,87.33732362196051,True,False,False,False
161,6.708333333333333,87.99962579042283,87.68985842604536,True,False,False,False
162,6.75,87.89827919699727,88.08260400334362,True,False,False,False
163,6.791666666666667,88.75463573323165,88.59881813001675,True,False,False,False
164,6.833333333333333,88.60302835164474,88.99546516590144,True,False,False,False
165,6.875,89.73852157778734,89.37546335406478,True,False,False,False
166,6.916666666666667,89.98286096984621,89.48358450172171,True,False,False,False
167,6.958333333333333,89.79827013781393,89.56601131155946,True,False,False,False
168,7.0,89.29524147151629,89.19831490271059,True,False,False,False
169,7.041666666666667,89.01516240083357,88.33430002164923,True,False,False,False
170,7.083333333333333,87.90003953354297,87.31789534625922,True,False,False,False
171,7.125,85.66278656453942,85.96462592331434,True,False,False,False
172,7.166666666666667,84.71624676086385,84.40877901763652,True,False,False,False
173,7.208333333333333,82.52889435679198,82.67014019776228,True,False,False,False
174,7.25,81.23592787244438,80.78764055347544,True,False,False,False
175,7.291666666666667,79.20684543417177,78.74443761101112,True,False,False,False
176,7.333333333333333,76.25028834310527,76.72641134959471,True,False,False,False
177,7.375,74.50023204854216,74.24008855528815,True,False,False,False
178,7.416666666666667,72.43876304970998,71.78711602903832,True,False,False,False
179,7.458333333333333,68.80431390091161,69.36160625255486,True,False,False,False
180,7.5,66.94198280292257,66.70532586881845,True,False,False,False
181,7.541666666666667,64.12273946068801,63.955148087136294,True,False,False,False
182,7.583333333333333,61.21883012986007,61.423776730225924,True,False,False,False
183,7.625,58.68787414129924,58.75132617518873,True,False,False,False
184,7.666666666666667,56.14745711635978,56.45337578313121,True,False,False,False
185,7.708333333333333,53.579730027736545,55.26201219644899,True,False,False,False
186,7.75,52.63298750040043,54.12005821483225,True,False,False,False
