frame,time_seconds,raw_angle,smoothed_angle,pose_detected,new_reach_detected,reach_completed,is_proper_reach
104,4.16,53.75182346207795,53.98212834203711,True,False,False,False
105,4.2,60.7220395665675,58.84625862979415,True,True,False,False
106,4.24,62.87032950715299,64.16795182510363,True,False,False,False
107,4.28,68.82481352777229,70.04639184234706,True,False,False,False
108,4.32,74.67075306194737,75.5393586845519,True,False,False,False
109,4.36,83.14402354829521,79.40489171111062,True,False,False,False
110,4.4,88.18687377759171,80.64434921060368,True,False,False,False
111,4.44,82.19799463994657,79.93997505670103,True,False,False,False
112,4.48,75.02210102523752,77.10824572032553,True,False,True,True
113,4.52,71.14888229243412,72.69852762162361,True,False,False,False
114,4.56,68.98537686641777,68.61316253424195,True,False,False,False
115,4.6,66.13828328408208,65.02184760472366,True,False,False,False
116,4.64,61.77116920303827,61.57052765247081,True,False,False,False
117,4.68,57.065526377646115,58.30695160015175,True,False,False,False
118,4.72,53.892282531169805,55.63260471332076,True,False,False,False
119,4.76,52.66749660482249,53.7538637160679,True,False,False,False
120,4.8,52.76654884992713,52.70032527700321,True,False,False,False
121,4.84,52.377464216773944,52.07681579585697,True,False,False,False
122,4.88,51.797834182322696,51.161562351232085,True,False,False,False
123,4.92,50.77473512543859,49.85114999011161,True,False,False,False
124,4.96,48.091229381698064,48.08479854904617,True,False,False,False
125,5.0,46.21448704432471,46.04891868799454,True,False,False,False
126,5.04,43.54570701144679,43.67037569888838,True,False,False,False
127,5.08,41.61843487706454,41.4531468421822,True,False,False,False
128,5.12,38.88202017990778,39.23037521276717,True,False,False,False
129,5.16,37.00508509816718,37.14482500012117,True,False,False,False
130,5.2,35.100628897249564,35.5898257140771,True,False,False,False
131,5.24,33.11795594821679,34.79512177882763,True,False,False,False
132,5.28,33.84343844684421,34.18763378423747,True,False,False,False
133,5.32,34.90850050366038,34.125466945395814,True,False,False,False
134,5.36,33.96764512521643,34.42809027774244,True,False,False,False
135,5.4,34.78979470304127,34.68984053558842,True,False,False,False
136,5.44,34.63107260994993,35.74666186383634,True,False,False,False
137,5.48,35.15218973607411,37.406871672539594,True,False,False,False
138,5.52,40.192607144899945,39.25238508776637,True,False,False,False
139,5.56,42.26869416873274,41.91939414256334,True,False,False,False
140,5.6,44.01736177917514,44.82821505586629,True,False,False,False
141,5.64,47.96611788393477,46.53148887379359,True,False,False,False
142,5.68,49.69629430258882,47.73132422498911,True,False,False,False
143,5.72,48.70897623453651,48.74019948490326,True,False,False,False
144,5.76,48.26787092471033,49.1721123490708,True,False,False,False
145,5.8,49.06173807874586,49.655449055297765,True,False,False,False
146,5.84,50.12568220477248,51.09169708171332,True,False,False,False
147,5.88,52.11297783372363,53.038730471301065,True,False,False,False
148,5.92,55.89021636661432,55.220304414815516,True,False,False,False
149,5.96,58.003037872649024,57.63829964297878,True,False,False,False
150,6.0,59.969607796318144,60.04541904594157,True,False,False,False
151,6.04,62.21565834558874,62.19829372637206,True,False,False,False
152,6.08,64.1485748485376,64.60043938182767,True,False,False,False
153,6.12,66.65458976876677,67.20719266357482,True,False,False,False
154,6.16,70.01376614992711,70.49461835168232,True,False,False,False
155,6.2,73.00337420505385,73.85547372516255,True,False,False,False
156,6.24,78.6527867861263,77.06330532998977,True,False,False,False
157,6.28,80.95285171593875,80.16673898679987,True,False,False,False
158,6.32,82.69374779290283,83.08202636300896,True,False,False,False
159,6.36,85.5309344339777,85.25650876567391,True,False,False,False
160,6.4,87.57981108609927,86.41903123324566,True,False,False,False
161,6.44,89.52519879945102,86.55569691949127,True,False,False,False
162,6.48,86.76546405379756,85.6921101939953,True,False,False,False
163,6.52,83.37707622413075,83.71718159829007,True,False,False,False
164,6.56,81.21300080649793,80.9345924568399,True,False,False,False
165,6.6,77.70516810757309,78.1823953174716,True,False,False,False
166,6.64,75.61225309220016,75.19334354246328,True,False,False,False
167,6.68,73.0044783569561,71.56124996300278,True,False,False,False
168,6.72,68.43181734908909,68.03266544810498,True,False,False,False
169,6.76,63.052532909195406,64.33739457145387,True,False,False,False
170,6.8,60.06224553308415,60.92665768929868,True,False,False,False
171,6.84,57.13589870894464,57.824438976522444,True,False,False,False
172,6.88,55.9507939461801,55.24341290985525,True,False,False,False
173,6.92,52.920723785207954,52.74617041800909,True,False,False,False
174,6.96,50.14740257585942,48.921957295313725,True,False,False,False
175,7.0,47.57603307385338,45.12190167102178,True,False,False,False
176,7.04,38.014833095467765,42.154291411218445,True,False,False,False
177,7.08,36.950515824720384,39.861723909963544,True,False,False,False
178,7.12,38.082672486191285,38.187557655797555,True,False,False,False
179,7.16,38.68456506958489,38.430069116203455,True,False,False,False
180,7.2,39.20520180302344,38.87196948923895,True,False,False,False
181,7.24,39.22739039749729,39.141191000084675,True,False,False,False
182,7.28,39.16001768989784,39.27262599374622,True,False,False,False
183,7.32,39.428780040419895,39.35674588688452,True,False,False,False
184,7.36,39.341740037892606,39.56188187841086,True,False,False,False
185,7.4,39.62580126871495,40.02485603119826,True,False,False,False
186,7.44,40.25307035512901,40.53372537667446,True,False,False,False
187,7.48,41.474888453834836,40.91779241569709,True,False,False,False
188,7.52,41.97312676780089,39.50686119772407,True,False,False,False
189,7.56,41.26207523300576,38.203422082635356,True,False,False,False
190,7.6,32.57114517884986,35.9811448491112,True,False,False,False
191,7.64,33.73587477968542,34.073030058088406,True,False,False,False
192,7.68,30.3635022862141,32.86741260336995,True,False,False,False
193,7.72,32.43255281268688,33.98601781754276,True,False,False,False
194,7.76,35.2339879594135,35.43387403137878,True,False,False,False
195,7.8,38.16417124971392,38.138333407893256,True,False,False,False
196,7.84,40.97515584886551,41.26172027093636,True,False,False,False
197,7.88,43.88579916878649,44.427762158813785,True,False,False,False
198,7.92,48.04948712790238,48.58725699877601,True,False,False,False
199,7.96,51.064197398800616,52.658490069218246,True,False,False,False
200,8.0,58.96164544952505,56.743282579580566,True,True,False,False
201,8.04,61.33132120107673,60.82067709300367,True,False,False,False
202,8.08,64.30976172059812,65.2261130793315,True,False,False,False
203,8.12,68.43645969501782,69.26621885549802,True,False,False,False
204,8.16,73.09137733043981,74.57436761446858,True,False,False,False
205,8.2,79.1621743303577,79.1064635293163,True,False,False,False
206,8.24,87.87206499592953,82.05886141728828,True,False,False,False
207,8.28,86.97024129483664,83.45598046197068,True,False,False,False
208,8.32,83.19844913487778,83.12365151689588,True,False,False,False
209,8.36,80.07697255385176,80.71976407183715,True,False,False,False
210,8.4,77.5005296049836,78.28191155976181,True,False,True,True
211,8.44,75.85262777063593,76.05130619824855,True,False,False,False
212,8.48,74.78097873445995,74.08927078934954,True,False,False,False
213,8.52,72.04542232731156,72.35387358129924,True,False,False,False
214,8.56,70.26679550935664,70.55504399343917,True,False,False,False
215,8.6,68.82354356473213,68.2099244642359,True,False,False,False
216,8.64,66.8584798313356,65.88979003072994,True,False,False,False
217,8.68,63.05538108844352,62.998008803710775,True,False,False,False
218,8.72,60.444750159781805,60.07687888056164,True,False,False,False
219,8.76,55.807889374260824,57.4394808631764,True,False,False,False
220,8.8,54.217893948986436,55.4599852558833,True,False,False,False
221,8.84,53.67148974440942,53.689601399040406,True,False,False,False
222,8.88,53.15790305197804,52.020850994815895,True,False,False,False
223,8.92,51.592830875567316,50.105675812489764,True,False,False,False
224,8.96,47.46413735313828,47.67656240478657,True,False,False,False
225,9.0,44.64201803735574,45.05924042301139,True,False,False,False
226,9.04,41.5259227058935,42.47938947744727,True,False,False,False
227,9.08,40.07129314310211,40.582791874703545,True,False,False,False
228,9.12,38.69357614774675,39.11495569095477,True,False,False,False
229,9.16,37.98114933941965,38.48988322798973,True,False,False,False
230,9.2,37.30283711861185,38.25655670379619,True,False,False,False
231,9.24,38.400560391068296,38.381978729203055,True,False,False,False
232,9.28,38.90466052213444,38.717659720059416,True,False,False,False
233,9.32,39.32068627478105,40.17298887026874,True,False,False,False
234,9.36,39.65955429370146,41.687796871887116,True,False,False,False
235,9.4,44.57948286965845,43.558303902264136,True,False,False,False
236,9.44,45.974600399160174,45.68365129898866,True,False,False,False
237,9.48,48.25719567401953,47.47920008748039,True,False,False,False
238,9.52,49.94742325840366,48.41673458133748,True,False,False,False
239,9.56,48.63729823616014,49.06308900196501,True,False,False,False
240,9.6,49.26715533894386,49.41129364361411,True,False,False,False
241,9.64,49.20637250229784,49.89792533483977,True,False,False,False
242,9.68,49.998218882265036,51.55832427012901,True,False,False,False
243,9.72,52.38058171453199,53.76151517804378,True,False,False,False
244,9.76,56.939292912606376,56.498197470259626,True,False,False,False
245,9.8,60.28310987851767,59.81354685945222,True,False,False,False
246,9.84,62.88978396337705,63.29539190666871,True,False,False,False
247,9.88,66.57496582822799,66.58728392671328,True,False,False,False
248,9.92,69.78980695061448,69.668744118251,True,False,False,False
249,9.96,73.39875301282919,73.12024790042318,True,False,False,False
250,10.0,75.69041083620631,76.23041391165513,True,False,False,False
251,10.04,80.14730287423795,78.98438142305461,True,False,False,False
252,10.08,82.12579588438777,81.52317035105065,True,False,False,False
253,10.12,83.55964450761182,84.12026740770825,True,False,False,False
254,10.16,86.09269765280945,86.06711963067309,True,False,False,False
255,10.2,88.67589611949424,87.1093603005821,True,False,False,False
256,10.24,89.88156398906219,87.16656176773695,True,False,False,False
257,10.28,87.33699923393286,85.9891734450089,True,False,False,False
258,10.32,83.84565184338601,83.64668949980224,True,False,False,False
259,10.36,80.20575603916923,80.92778432084343,True,False,False,False
260,10.4,76.9634763934609,77.96762019393844,True,False,False,False
261,10.44,76.28703809426815,75.13707729660582,True,False,False,False
262,10.48,72.53617859940795,72.43136310234922,True,False,False,False
263,10.52,69.69293735672288,69.67710929754,True,False,False,False
264,10.56,66.6771850678862,65.98663714468208,True,False,False,False
265,10.6,63.192207369414845,62.514233214042996,True,False,False,False
266,10.64,57.83467732997853,58.823217129433964,True,False,False,False
267,10.68,55.1741589462125,54.78631155752822,True,False,False,False
268,10.72,51.23785693367776,51.00965166643634,True,False,False,False
269,10.76,46.492657208357485,48.035553454137286,True,False,False,False
270,10.8,44.30890791395544,45.219496535495274,True,False,False,False
271,10.84,42.96418626848322,43.0602990194049,True,False,False,False
272,10.88,41.09387435300246,41.820149372411464,True,False,False,False
273,10.92,40.44186935322591,40.852879801731014,True,False,False,False
274,10.96,40.29190897339029,40.164107661913896,True,False,False,False
275,11.0,39.47256006055318,39.66190790528734,True,False,False,False
276,11.04,39.52032556939764,39.314956513138895,True,False,False,False
277,11.08,38.582875569869685,39.21490851087106,True,False,False,False
278,11.12,38.70711239248368,39.30650018155066,True,False,False,False
279,11.16,39.79166896205112,39.44717028353106,True,False,False,False
280,11.2,39.93051841395118,39.588065814716444,True,False,False,False
281,11.24,40.22367607929962,39.89834379977452,True,False,False,False
282,11.28,39.287353225796636,39.981057839998336,True,False,False,False
283,11.32,40.25850231777406,40.08455160867318,True,False,False,False
284,11.36,40.20523916317018,39.306471551411555,True,False,False,False
285,11.4,40.44798725732542,38.56134981846684,True,False,False,False
286,11.44,36.333275792991486,38.271279605009646,True,False,False,False
287,11.48,35.56174456107303,38.72112353773221,True,False,False,False
288,11.52,38.80815125048812,39.609345744667436,True,False,False,False
289,11.56,42.454458826783,41.59274768799412,True,False,False,False
290,11.6,44.889098292001535,44.107371301667726,True,False,False,False
291,11.64,46.250285509624916,46.838664403525335,True,False,False,False
292,11.68,48.134862629441045,49.08127824436811,True,False,False,False
293,11.72,52.46461675977619,51.22422494854161,True,False,False,False
294,11.76,53.66752803099686,54.147936405994514,True,False,False,False
295,11.8,55.60383181286903,58.063844591335055,True,False,False,False
296,11.84,60.86884279688944,63.2615678938394,True,False,False,False
297,11.88,67.71440355614372,70.44356741797955,True,True,False,False
298,11.92,78.45323327229792,76.12695035326041,True,False,False,False
299,11.96,89.57752565169767,79.59790450941696,True,False,False,False
300,12.0,84.02074648927332,80.97154263755634,True,False,False,False
301,12.04,78.22361357767215,79.51098349926875,True,False,True,True
302,12.08,74.58259419684065,75.2066525194602,True,False,False,False
303,12.12,71.15043758085987,71.3099123251485,True,False,False,False
304,12.16,68.05587075265495,67.94745957284627,True,False,False,False
305,12.2,64.53704551771492,64.48466329354233,True,False,False,False
306,12.24,61.41134981616096,61.76285029194603,True,False,False,False
307,12.28,57.26861280032094,59.39871816587119,True,False,False,False
308,12.32,57.541372572878394,57.05135124072698,True,False,False,False
309,12.36,56.23521012228069,54.823777514708055,True,False,False,False
310,12.4,52.80021089199389,53.431997356791975,True,False,False,False
311,12.44,50.27348118606639,51.46584129809478,True,False,False,False
312,12.48,50.30971201074054,49.48406725357541,True,False,False,False
313,12.52,47.71059227939235,47.80999185512766,True,False,False,False
314,12.56,46.32633989968386,46.23754131433072,True,False,False,False
315,12.6,44.42983389975518,44.39842079633417,True,False,False,False
316,12.64,42.41122848208166,42.96494647928993,True,False,False,False
317,12.68,41.11410942075779,41.56685205762383,True,False,False,False
318,12.72,40.54322069417113,40.80223085180549,True,False,False,False
319,12.76,39.33586779135335,40.417229938719935,True,False,False,False
320,12.8,40.6067278706635,40.24301006821047,True,False,False,False
321,12.84,40.48622391665391,40.142939859556925,True,False,False,False
